Name,Price,Reviews,Weight,Class_info,Rating,Grocery,Sports-Nutrition
"Frontier Natural Products, Mexican Seasoning, With Chilis, Garlic & Onion, 2.00 oz (56 g)",5.97,582,56,Grocery,4.6,1,0
"Chocolove, Rich Dark Chocolate, 65% Cocoa, 3.2 oz (90 g)",4.43,616,90,Grocery,4.6,1,0
"Twinings, Herbal Tea, Berry Fusion, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g)",5.39,594,40,Grocery,4.6,1,0
"Pukka Herbs, After Dinner, 20 Herbal Tea Sachets, 1.27 oz (36 g)",8.25,368,36,Grocery,4.6,1,0
"Primal Kitchen, Organic Classic BBQ Sauce, Unsweetened,  8.5 oz (241 g)",6.14,94,241,Grocery,4.5,1,0
"Nature's Path, Grain Free Granola, Maple Almond, 8 oz (227 g)",10.19,273,227,Grocery,4.4,1,0
"Bob's Red Mill, High Fiber Oat Bran Hot Cereal, 40 oz (1.13 kg)",13.07,339,1130,Grocery,4.7,1,0
"Protein One, Protein Bars, Mint Chocolate Cookie, 5 Bars, 0.96 oz (27 g) Each",8.55,28,27,Grocery,4.4,1,0
"Dr. Murray's, Super Foods, Keto Coconut Creamer, Vanilla, 16 oz (453.5 g) ",16.66,103,453.5,Grocery,3.9,1,0
"Now Foods, Real Food, Organic Coconut Milk Powder, 12 oz (340 g)",16.62,240,340,Grocery,4.6,1,0
"Frontier Natural Products, Ground Sumac, 2.10 oz (59 g)",5.9,195,59,Grocery,4.6,1,0
"Wholesome, Organic Blue Agave, 44 oz (1.25 kg)",16.5,1962,1250,Grocery,4.8,1,0
"Simple Mills, Almond Flour Baking Mix, Vanilla Cupcake & Cake, 11.5 oz (327 g)",10.53,256,327,Grocery,4.7,1,0
"Rishi Tea, Organic Herbal Tea, Chamomile Medley, Caffeine-Free, 15 Sachets, 0.95 oz (27 g) ",10.5,118,27,Grocery,4.6,1,0
"Sea Tangle Noodle Company, Mixed Sea Vegetables, 6 oz (170 g)",4.93,388,170,Grocery,4.3,1,0
"Wholesome, Organic ZeroSugar, 12 oz (340 g)",10.27,509,340,Grocery,4.4,1,0
"Walden Farms, Thick & Spicy Barbecue Sauce, 12 oz (340 g)",7.82,626,340,Grocery,4,1,0
"Frontier Natural Products, Organic Whole European Elderberries, 16 oz (453 g)",28.86,344,453,Grocery,4.8,1,0
"Atkins, Endulge, Dark Chocolate Covered Peppermint Patties, 5 Bars, 1.31 oz (37 g) Each",12.18,494,37,Grocery,4.1,1,0
"Bonne Maman, Wild Blueberry Preserves, 13 oz (370 g)",6.19,383,370,Grocery,4.6,1,0
"Eden Foods, Organic, Wild Berry Mix, Nuts, Seeds & Berries, 4 oz (113 g)",6.39,4314,113,Grocery,4.4,1,0
"BNRG, Power Crunch Protein Energy Bar, Original, Peanut Butter Creme, 12 Bars, 1.4 oz (40 g) Each",31,379,40,Grocery,4.5,1,0
"Twinings, Ceylon Orange Pekoe Tea, 20 Tea Bags, 1.41 oz (40 g)",5.47,298,40,Grocery,4.6,1,0
"California Gold Nutrition, SUPERFOODS - Blueberry Juice Powder, 3.53 oz (100 g)",16.58,102,100,Grocery,4.6,1,0
"gimMe, Premium Roasted Seaweed, Sea Salt, .35 oz (10 g)",2.74,146,10,Grocery,4.6,1,0
"MRM, Organic Fermented Cacao Powder, 8.5 oz (240 g)",8.21,1187,240,Grocery,4.7,1,0
"Stash Tea, Black Tea, Double Spice Chai, 18 Tea Bags, 1.1 oz (33 g)",4.39,790,33,Grocery,4.4,1,0
"Frontier Natural Products, Licorice Root Cut & Sifted, 16 oz (453 g)",13.35,562,453,Grocery,4.6,1,0
"Frontier Natural Products, Organic Garam Masala Seasoning with Cardamom, Cinnamon & Cloves, 1.79 oz (51 g)",8.07,447,51,Grocery,4.7,1,0
"Eden Foods, Organic, Dried Blueberries, 4 oz (113 g)",12.42,826,113,Grocery,4.5,1,0
"MaraNatha, Organic Peanut Butter, Crunchy, 16 oz (454 g)",10.24,591,454,Grocery,4.5,1,0
"Almondina, Almond Bites, The Original, 5 oz (142 g)",6.2,326,142,Grocery,4.5,1,0
"Lily's Sweets, Milk Chocolate Style, Peanut Butter Cups, No Sugar Added, 3.2 oz (91 g)",9.72,15,91,Grocery,4.7,1,0
"Enjoy Life Foods, Light & Airy Lentil Chips, Dill & Sour Cream Flavor, 4 oz (113 g)",6.02,1226,113,Grocery,4.4,1,0
"Celestial Seasonings, Herbal Tea, Peppermint, Caffeine Free, 20 Tea Bags, 1.1 oz (32 g)",5.25,510,32,Grocery,4.7,1,0
"California Gold Nutrition, Organic Onion Powder, 3 oz (85 g)",7.54,990,85,Grocery,4.5,1,0
"Bob's Red Mill, Chocolate Chip Cookie Mix, Gluten Free, 22 oz (624 g)",9.62,111,624,Grocery,4.7,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Chocolate Almond Brownie, 12 Bars, 1.94 oz (55 g) Each",55.79,102,55,Grocery,3.8,1,0
"gimMe, Sushi Nori, Roasted Seaweed, 0.81 oz (23 g)",5.14,144,23,Grocery,4.6,1,0
"True Citrus, True Lemon, Strawberry Lemonade, 10 Packets, 1.06 oz (30 g)",4.72,140,30,Grocery,4.1,1,0
"Nature's Wild Organic, Earth & Soil, Crunchy & Dried, Mandarin Slices, 1.40 oz (40 g)",4.98,115,40,Grocery,4.1,1,0
"NOH Foods of Hawaii, Hawaiian Kalua Seasoning Salt, 4 oz (113 g)",8.42,10,113,Grocery,5,1,0
"Keto and Co, Keto Cookie Mix, Shortbread, 8.1 oz (230 g)",13.69,9,230,Grocery,3.9,1,0
"Chocolove, Bites, Salted Caramel in 55% Dark Chocolate, 3.5 oz (100 g)",6.5,438,100,Grocery,4.6,1,0
"Nescafé, Taster's Choice, Instant Coffee, 100% Colombian, 16 Single Serve Packets, 0.1 oz (3 g) Each",5.92,794,3,Grocery,4.4,1,0
"Navitas Organics, Organic Power Snacks, Cacao Goji, 8 oz (227 g)",13.25,463,227,Grocery,4.4,1,0
"California Gold Nutrition, Foods, Sample Snack Bar Pack, 3 Bars, 1.4 oz (40 g) Each",3.77,6216,40,Grocery,4.7,1,0
"Simply Organic, Black Peppercorns, 2.65 oz (75 g)",7.65,979,75,Grocery,4.8,1,0
"Bob's Red Mill, All-Purpose Baking Flour, Gluten Free,  44 oz (1.24 kg)",13.83,138,1240,Grocery,4.7,1,0
"SuperFat, Keto Nut Butter, Cacao Coconut, 1.5 oz (42 g)",3.35,297,42,Grocery,4.4,1,0
"Orgain, Organic Plant-Based Protein Bar, Chocolate Chip Cookie Dough, 12 Bars, 1.41 oz (40 g) Each",32.43,175,40,Grocery,3.9,1,0
"Bob's Red Mill, Oatmeal Cup, Apple Pieces and Cinnamon, 2.36 oz (67 g)",3.41,310,67,Grocery,4.3,1,0
"MET-Rx, PROTEIN PLUS Bar, Chocolate Chocolate Chunk, 9 Bars, 3.0 oz (85 g) Each",36.12,140,85,Grocery,4.5,1,0
"The Tao of Tea, Organic Bai Mudan White Tea, White Peony, 2.0 oz (57 g)",13.71,130,57,Grocery,4.5,1,0
"Walden Farms, Garlic Herb Sauce & Marinade, 12 oz (340 g)",7.11,261,340,Grocery,3.6,1,0
"Bob's Red Mill, Organic Medium Grind Cornmeal, Whole Grain, 24 oz (680 g)",5.22,17,680,Grocery,4.5,1,0
"Artisana, Organics Raw Cashew Butter, 14 oz (397 g)",20.37,817,397,Grocery,4.7,1,0
"Bob's Red Mill, Egg Replacer, 12 oz (340 g)",5.87,708,340,Grocery,4.4,1,0
"True Citrus, True Lemon, Crystallized Lemon Pepper, Salt-Free, 2.12 oz (60 g)",7.52,238,60,Grocery,4.6,1,0
"Valor, Dark Chocolate, 0% Sugar Added, 85% Cacao, 3.5 oz (100 g)",5.62,351,100,Grocery,4.7,1,0
"Dang, Coconut Chips, Lightly Salted, 3.17 oz (90 g)",6.77,666,90,Grocery,4.3,1,0
"Fifty 50, Almond Chocolate Bar, 2.8 oz (80 g)",3.61,185,80,Grocery,4.2,1,0
"Mariani Dried Fruit, Organic Deglet Noor Pitted Dates, 8 oz ( 227 g)",6.15,194,227,Grocery,4.7,1,0
"Nature's Path, Organic Instant Oatmeal, Homestyle,  8 Packets, 11.3 oz (320 g)",6.29,281,320,Grocery,4.8,1,0
"RAPIDFIRE, Ketogenic Coffee, 7.93 oz (225 g)",23,349,225,Grocery,4.3,1,0
"Edward & Sons, Let's Do Organic, Organic Arrowroot Starch, 6 oz (170 g)",4.65,306,170,Grocery,4.6,1,0
"Kettle Foods, Krinkle Cut Potato Chips, Dill Pickle, 5 oz (141 g)",5.26,1470,141,Grocery,4.4,1,0
"Frontier Natural Products, Chipotle, Smoked Red Jalapenos, 2.15 oz (61 g)",7.03,906,61,Grocery,4.8,1,0
"ZonePerfect, Nutrition Bars, Double Dark Chocolate, 12 Bars, 1.58 oz (45 g) Each",24.12,124,45,Grocery,4.6,1,0
"Maine Coast Sea Vegetables, Kelp, Wild Atlantic Kombu, 2 oz (56 g)",10.13,378,56,Grocery,4.6,1,0
"Bonne Maman, Strawberry Preserves, 13 oz (370 g)",6.19,511,370,Grocery,4.7,1,0
"Manitoba Harvest, Hemp Hearts, Shelled Hemp Seeds, Delicious Nutty Flavor, 16 oz (454 g)",17.36,2291,454,Grocery,4.8,1,0
"General Mills, Very Berry Cheerios, Gluten Free, 14.5 oz (411 g)",9.62,159,411,Grocery,4.7,1,0
"Frontier Natural Products, Organic Ceylon Cinnamon, 5.57 oz (158 g)",15.06,29,158,Grocery,4.8,1,0
"PB2 Foods, The Original PB2, Pre + Probiotic Peanut Powder, 6.5 oz (184 g)",7.52,419,184,Grocery,4.6,1,0
"Walden Farms, Whipped Peanut Spread, 12 oz (340 g)",7.11,760,340,Grocery,2.1,1,0
"Twinings, Premium Black Tea, Mixed Berry, 20 Tea Bags, 1.41 oz (40 g)",5.54,387,40,Grocery,4.7,1,0
"Walden Farms, Marinara Sauce, Tomato Basil, 12 oz (340 g)",7.11,494,340,Grocery,3.9,1,0
"Karen's Naturals, Organic Just Corn, 3 oz (84 g)",7.12,651,84,Grocery,4.5,1,0
"Quinn Popcorn, Microwave Popcorn, Vermont Maple Kettle Corn, 2 Bags, 3.5 oz (99 g) Each",7.48,391,99,Grocery,4.3,1,0
"Celestial Seasonings, Herbal Tea, Chamomile, Caffeine Free, 20 Tea Bags, 0.9 oz (25 g)",5.25,526,25,Grocery,4.6,1,0
"Teeccino, Chicory Herbal Coffee, Mocha, Medium Roast, Caffeine Free, 11 oz (312 g)",13.35,513,312,Grocery,4.6,1,0
"Pero, Instant Natural Beverage, Caffeine Free, Original, 7 oz (200 g)",9.24,2391,200,Grocery,4.6,1,0
"Kiss My Keto, Keto Gummy Bears, Fruity, 12 Bags, 0.79 oz (23 g) Each",30.14,58,23,Grocery,4.5,1,0
"Julian Bakery, Paleo Thin Crackers, Salt & Pepper, 8.4 oz (238 g)",21.69,532,238,Grocery,4.2,1,0
"Now Foods, Better Stevia, Organic Extract Powder, 4 oz (113 g)",29.29,3062,113,Grocery,4.6,1,0
"Drogheria & Alimentari, All Natural Grey Brittany Sea Salt Mill, 2.47 oz (70 g)",4.03,187,70,Grocery,4.7,1,0
"Wholesome, Organic Stevia, 6 oz (170 g)",11.18,540,170,Grocery,4.5,1,0
"Lundberg, Black Japonica Rice, 16 oz (454 g)",6.84,135,454,Grocery,4.6,1,0
"Rishi Tea, Organic Scented Green Tea, Jasmine, 15 Sachets, 1.48 oz (42 g)",10.5,198,42,Grocery,4.8,1,0
"Mt. Whitney Coffee Roasters, Organic Peru Decaf, Medium Roast, Ground Coffee, 12 oz (340 g)",14.47,669,340,Grocery,4.6,1,0
"Annie's Homegrown, Organic Macaroni & Cheese, Classic Cheddar, 6 oz (170 g)",4.58,269,170,Grocery,4.4,1,0
"Sunny Fruit, Organic Figs, 5 Portion Packs, 1.76 oz ( 50 g) Each",9.59,115,50,Grocery,4.6,1,0
"California Gold Nutrition, Organic 3-Seed Blend, 12 oz (340 g)",10.96,809,340,Grocery,4.7,1,0
"Mt. Whitney Coffee Roasters, Organic Peru, Medium Roast, Ground Coffee, 12 oz (340 g)",15.13,746,340,Grocery,4.6,1,0
"Seapoint Farms, Mighty Lil' Lentils, Falafel, 5 oz (142 g)",4.28,289,142,Grocery,4.5,1,0
"Quest Nutrition, Hero Protein Bar, Crispy Chocolate Caramel Pecan, 12 Bars, 2.12 oz (60 g) Each",48.36,72,60,Grocery,4.6,1,0
"Xlear, Spry Gems, Mints, Peppermint, 40 Count, 25 g",3.02,424,25,Grocery,4.3,1,0
"Pyure, Organic Granular Stevia Sweetener, Sugar Substitute, Keto, 80 Packets, 0.035 oz (1 g) Each",7.83,358,1,Grocery,4.5,1,0
"Gustus Vitae, Gourmet Salt, Smoked Sea Salt, 3 oz (84 g)",12.32,687,84,Grocery,4.5,1,0
"Mary's Gone Crackers, Jalapeno Crackers, 5.5 oz (156 g)",6.18,426,156,Grocery,4.2,1,0
"Sahale Snacks, Snack Mix, Creole Bean + Nut, 4 oz (113 g)",7.88,81,113,Grocery,4.4,1,0
"Jules Destrooper, Chocolate Thins Cookies, 3.5 oz (100 g)",6.02,60,100,Grocery,4.2,1,0
"The Tao of Tea, Organic Powdered Matcha Green Tea, Liquid Jade, 3 oz (85 g)",24.67,998,85,Grocery,4.4,1,0
"Celestial Seasonings, Herbal Tea, Red Zinger, Caffeine Free, 20 Tea Bags, 1.7 oz (49 g)",5.25,238,49,Grocery,4.7,1,0
"Twinings, Chai Tea, 25 Tea Bags, 1.76 oz (50 g)",6.8,522,50,Grocery,4.3,1,0
"Frontier Natural Products, Organic Onion Powder, 2.10 oz (59 g)",6.69,1265,59,Grocery,4.7,1,0
"Triple Leaf Tea, Detox, Caffeine Free, 20 Tea Bags, 1.16 oz (33 g)",6.88,428,33,Grocery,4.4,1,0
"BNRG, Power Crunch Protein Energy Bar, Chocolate Coconut, 12 Bars, 1.4 oz (40 g) Each",31,51,40,Grocery,4.7,1,0
"Dastony, Organic Hazelnut Butter, 8 oz (227 g)",14.96,132,227,Grocery,4,1,0
"Hu, Grain-Free Crackers, Pizza, 4.25 oz (120 g)",7.84,262,120,Grocery,4.3,1,0
"Bob's Red Mill, Shredded Coconut, Unsweetened, 12 oz (340 g)",6.43,762,340,Grocery,4.8,1,0
"Gaea, Olive Snack, Pitted Green Olives, Marinated With Chili & Black Pepper, 2.3 oz (65 g)",3.83,224,65,Grocery,4.5,1,0
"Karen's Naturals, Premium Freeze-Dried Veggies, Just Corn, 8 oz (224 g)",14.25,418,224,Grocery,4.6,1,0
"Twinings, English Breakfast Loose Tea, 7.05 oz (200 g)",18.51,923,200,Grocery,4.6,1,0
"Natierra, Organic Freeze-Dried, Mango, 1.5 oz (42.5 g)",8.31,378,42.5,Grocery,4,1,0
"Twinings, Black Tea, Earl Grey, Lavender, 20 Tea Bags, 1.41 oz (40 g)",5.41,544,40,Grocery,4.5,1,0
"Betty Crocker, Chocolate Chip Cookie Mix, Gluten Free, 19 oz (538 g)",8.52,12,538,Grocery,4.8,1,0
"Edward & Sons, Let's Do Organic, 100% Organic Coconut Flour, 1 lb (454 g)",8.4,1638,454,Grocery,4.7,1,0
"One Brands, ONE Bar, Cinnamon Roll, 12 Bars, 2.12 oz (60 g) Each",37.67,492,60,Grocery,4.3,1,0
"Numi Tea, Organic White Tea, White Rose, 16 Non-GMO Tea Bags, 1.13 oz (32 g)",8.14,839,32,Grocery,4.5,1,0
"Equal Exchange, Organic, Coffee, Mind Body & Soul, Whole Bean, 12 oz (340 g)",12.05,363,340,Grocery,4.5,1,0
"King Arthur Flour, Keto Wheat Flour Blend, 16 oz (454 g)",15.77,103,454,Grocery,4.4,1,0
"California Gold Nutrition, Organic Ground Paprika, 2.53 oz (71 g)",7.54,988,71,Grocery,4.6,1,0
"Twinings, Herbal Tea, Lemon & Ginger, Caffeine Free, 25 Tea Bags, 1.32 oz (37.5 g)",6.72,1605,37.5,Grocery,4.6,1,0
"True Citrus, True Lemon, Original Lemonade, 10 Packets, 1.06 oz (30 g)",4.72,176,30,Grocery,4.2,1,0
"Atkins, Snack, Triple Chocolate Bar, 5 Bars, 1.41 oz (40 g) Each",13.54,149,40,Grocery,4.5,1,0
"Made in Nature, Organic Dried Apple Rings, Hardcored Supersnacks, 3 oz (85 g)",6.56,505,85,Grocery,4.3,1,0
"Lakanto, Pancake and Baking Mix, 1 lb (454 g)",17.16,141,454,Grocery,4.2,1,0
"Arrowhead Mills, Organic Rye Flour, 20 oz (567 g)",5.04,343,567,Grocery,4.7,1,0
"Pukka Herbs, Revitalise, Organic Cinnamon, Cardamom, & Ginger Tea, 20 Tea Sachets, 1.41 oz (40 g)",8.25,428,40,Grocery,4.6,1,0
"Universal Nutrition, HI Protein Bar, Chocolate Peanut Butter, 16 Bars, 3 oz (85 g) Each",56.38,187,85,Grocery,4.4,1,0
"Lundberg, Organic, Black Pearl Rice, 1 lb (454 g)",6.15,14,454,Grocery,4.9,1,0
"YumEarth, Organic Giggles, Sour, 10 Snack Packs, .5 oz (14 g) Each",10.54,258,14,Grocery,4.6,1,0
"Gerber, Multigrain Cereal, 2nd Foods, 16 oz (454 g)",8.08,60,454,Grocery,4.8,1,0
"Annie's Homegrown, Organic Bunny Fruit Snacks, Tropical Treat, 5 Pouches, 0.8 oz (23 g) Each",7.16,400,23,Grocery,4.6,1,0
"Clif Bar, Energy Bar, Crunchy Peanut Butter, 12 Bars, 2.40 oz (68 g) Each",30.11,200,68,Grocery,4.5,1,0
"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 2 lbs (908 g)",45.2,4597,908,Grocery,4.8,1,0
"Gaea, Organic Pitted Kalamata Olives, 10.2 oz (290 g)",5.7,369,290,Grocery,4.5,1,0
"Organic Coffee Co., Breakfast Blend, Ground Coffee, 12 oz (340 g)",14.58,548,340,Grocery,4.4,1,0
"Rishi Tea, Organic Black Tea, Earl Grey, 15 Tea Bags 1.75 oz (49.5 g)",10.5,139,49.5,Grocery,4.7,1,0
"Brothers-All-Natural, Freeze Dried - Fruit Crisps, Strawberry , 12 Single-Serve Bags, 3.17 oz (90 g)",18.63,508,90,Grocery,4.6,1,0
"King Oscar, Wild Caught, Sardines Mediterranean Style, 3.75 oz (106 g)",3.85,50,106,Grocery,4.7,1,0
"Epic Bar, Wagyu Beef Steak Strip, 0.08 oz (23 g)",3.33,108,23,Grocery,4,1,0
"Jovial, Brown Rice Pasta, Capellini, 12 oz (340 g)",6.65,350,340,Grocery,4.6,1,0
"Nature's Path, Organic Coconut Chia Granola, 12.34 oz (350 g)",6.84,462,350,Grocery,4.6,1,0
"Alter Eco, Organic Pearl Heirloom Quinoa, 12 oz (340 g)",7.26,517,340,Grocery,4.7,1,0
"Yogi Tea, Green Tea Super Antioxidant, 16 Tea Bags, 1.12 oz (32 g)",5.55,635,32,Grocery,4.5,1,0
"Traditional Medicinals, Yellow Pau d' Arco, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.34,419,24,Grocery,4.5,1,0
"Nature's Path, EnviroKidz, Organic Chocolate Choco Chimps, 10 oz (284 g)",7.66,669,284,Grocery,4.7,1,0
"Nature's Path, Crunchy Granola, Honey Almond, 11 oz (312 g)",7.99,567,312,Grocery,4.6,1,0
"Lily's Sweets, Dark Chocolate Baking Chips, 9 oz (255 g)",13.55,80,255,Grocery,4.7,1,0
"Bob's Red Mill, Extra Thick Rolled Oats, Whole Grain, 32 oz (907 g)",10.69,817,907,Grocery,4.8,1,0
"Now Foods, Real Food, Xylitol, 1 lb (454 g)",10.29,2087,454,Grocery,4.7,1,0
"Organic India, Tulsi Tea, Ashwagandha, Caffeine-Free, 18 Infusion Bags, 1.27 oz (36 g)",7.07,535,36,Grocery,4.7,1,0
"BSN, Protein Crisp, Peanut Butter Crunch Flavor, 12 Bars, 1.97 oz (56 g) Each",48.44,1012,56,Grocery,4.6,1,0
"Gerber, Powerblend Cereal for Baby, Probiotic Oatmeal, Lentil, Carrots & Peas, 2nd Foods, 8 oz (227 g)",6.44,120,227,Grocery,4.8,1,0
"Gerber, Probiotic Oatmeal Cereal, Banana,  8 oz (227 g)",6.44,420,227,Grocery,4.7,1,0
"Highground Coffee, Organic Instant Coffee, Medium, 3.53 oz (100 g)",10.94,962,100,Grocery,4.5,1,0
"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 14.1 oz (400 g)",26.97,4597,400,Grocery,4.8,1,0
"Chocolove, XO, Mint in 60% Dark Chocolate Bar, 3.2 oz (90 g)",5.82,543,90,Grocery,4.4,1,0
"Bob's Red Mill, Organic Kamut, Whole Grain, 24 oz (680 g)",7.62,330,680,Grocery,4.6,1,0
"MusclePharm, Combat Crunch, Chocolate Chip Cookie Dough, 12 Bars,  63 g Each",43.71,3627,63,Grocery,4.3,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, S'mores, 12 Bars, 1.94 oz (55 g) Each",55.79,356,55,Grocery,4.2,1,0
"Nature's Path, Organic Crispy Rice Cereal, 10 oz (284 g)",6.84,250,284,Grocery,4.6,1,0
"Wilderness Poets, Organic Raw Almond Butter, 8 oz (227 g)",15.27,388,227,Grocery,4.5,1,0
"Now Foods, Chocolate Chip Banana Bread Mix, Gluten-Free, 11.3 oz (320 g)",8.23,343,320,Grocery,4.6,1,0
"Kashi, GoLean, Toasted Berry Crisp Cereal, 14 oz (397 g)",7.13,957,397,Grocery,4.3,1,0
"Miracle Noodle, Spinach, Shirataki Pasta, 7 oz (198 g)",6.03,566,198,Grocery,4,1,0
"Knorr, French Onion Recipe Mix, 1.4 oz (40 g)",2.74,114,40,Grocery,4.4,1,0
"Eden Foods, Popcorn, Organic Popping Kernels, 20 oz (566 g)",9.85,746,566,Grocery,4.6,1,0
"Pukka Herbs, Peppermint & Licorice Herbal Tea, Caffeine Free, 20 Tea Sachets, 1.05 oz (30 g)",8.25,255,30,Grocery,4.7,1,0
"Lakanto, Chocolate Chip Cookie Mix, Sugar Free, 6.77 oz (192 g)",12.32,76,192,Grocery,4.4,1,0
"Epic Bar, Grass Fed Beef Tallow, 11 oz (312 g)",18.35,103,312,Grocery,4.7,1,0
"Annie's Homegrown, Organic Cheddar Squares, Baked Snack Crackers, 7.5 oz (213 g)",6.69,560,213,Grocery,4.3,1,0
"Nature's Path, Organic, Flax Plus Multibran Flakes Cereal, 13.25 oz (375 g)",6.84,208,375,Grocery,4.5,1,0
"Twinings, 100% Pure Black Tea, English Breakfast, 25 Tea Bags, 1.76 oz (50 g)",6.7,441,50,Grocery,4.7,1,0
"Stash Tea, Herbal Tea, Wild Raspberry Hibiscus, Caffeine Free, 20 Tea Bags,1.3 oz (38 g)",4.39,650,38,Grocery,4.5,1,0
"St. Dalfour, Cranberry with Blueberry Fruit Spread, 10 oz (284 g)",5.88,794,284,Grocery,4.7,1,0
"California Gold Nutrition, Superfoods, Matcha Green Tea Powder, 4 oz (114 g)",32.89,679,114,Grocery,4.6,1,0
"Little Secrets, Dark Chocolate Crispy Wafer, Sea Salt, 1.4 oz (40 g)",3.02,208,40,Grocery,4.4,1,0
"Bob's Red Mill, Organic Creamy Brown Rice, Hot Cereal, 24 oz (680 g)",9.85,95,680,Grocery,4.8,1,0
"Frontier Natural Products, Pizza Seasoning, 1.04 oz (29 g)",4.93,1501,29,Grocery,4.6,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Chocolate Coconut Almond, 12 Bars, 1.94 oz (55 g) Each",55.79,110,55,Grocery,4.3,1,0
"Wilderness Poets, Instant Coconut Water Powder, Freeze Dried, 4 oz (113.4 g)",13.62,285,113.4,Grocery,4.4,1,0
"Now Foods, Real Food, Lactose, Specialty Sweetener, 1 lb (454 g)",6.17,67,454,Grocery,4.6,1,0
"Simply Organic, Organic Spice Right Everyday Blends, All-Purpose Salt-Free, 1.8 oz (51 g)",7.08,1579,51,Grocery,4.8,1,0
"Nature's Path, Organic, Flax Plus Maple Pecan Crunch Cereal, 11.5 oz (325 g)",7.52,412,325,Grocery,4.5,1,0
"Y.S. Eco Bee Farms, Raw Cinna Honey, 13.5 oz (383 g)",7.63,654,383,Grocery,4.5,1,0
"Atkins, Treat, Milk Chocolate Caramel Squares, 15 Pieces, 0.41 oz (11.5 g) Each",12.18,111,11.5,Grocery,4.7,1,0
"Valor, Milk Chocolate, Lactose Free, 100 g",5.62,120,100,Grocery,4.6,1,0
"Gaia Herbs, Herbal Tea, Lactation Support, Caffeine-Free, 16 Tea Bags, 1.13 oz (32 g)",7.1,883,32,Grocery,4.4,1,0
"Quest Nutrition, Tortilla Style Protein Chips, Spicy Sweet Chili, 8 Bags, 1.1 oz (32 g) Each",32.24,106,32,Grocery,4.8,1,0
"Pukka Herbs, Supreme Matcha Green, 20 Green Tea Sachets, 1.05 oz (30 g)",8.25,708,30,Grocery,4.4,1,0
"Sahale Snacks, Glazed Mix, Tangerine Vanilla Cashew-Macadamia, 9 Packs, 1.5 oz (42.5 g) Each",18.61,598,42.5,Grocery,4.6,1,0
"Gerber, Whole Wheat, Whole Grain Cereal, 8 oz (227 g)",5.47,781,227,Grocery,4.6,1,0
"FlapJacked, Mighty Muffin With Probiotics, Chocolate Peanut Butter, 1.9 oz (55 g)",4.1,362,55,Grocery,3.8,1,0
"Traditional Medicinals, Organic Echinacea Plus, Elderberry, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.34,476,24,Grocery,4.7,1,0
"Grenade, Carb Killa, Protein Spread, Chocolate Hazelnut Flavor, 12.7 oz (360 g)",14.14,632,360,Grocery,4.5,1,0
"Crown Prince Natural, Skinless & Boneless Sardines, In Pure Olive Oil, 3.75 oz (106 g)",4.13,455,106,Grocery,4.7,1,0
"Prince of Peace, 100% Organic Green Tea, 100 Tea Bags, 6.35 oz (180 g)",9.21,1052,180,Grocery,4.6,1,0
"Twinings, Herbal Tea, Pure Camomile, Caffeine Free, 25 Tea Bags, 1.32 oz (37 g)",6.66,2453,37,Grocery,4.7,1,0
"Annie's Homegrown, Bunny Pasta, Bunny Shaped Pasta & Yummy Cheddar, 6 oz (170 g)",3.65,465,170,Grocery,4.5,1,0
"Pure Protein, Chocolate Deluxe Bar, 6 Bars, 1.76 oz (50 g) Each",14.99,2335,50,Grocery,4.1,1,0
"YumEarth, Gummy Bears, Assorted Flavors, 43 Packs, 0.7 oz (19.8 g) Each",49.09,16192,19.8,Grocery,4.7,1,0
"Navitas Organics, Organic Cacao Butter, 8 oz (227 g)",16.56,876,227,Grocery,4.7,1,0
"J&R Port Trading Co., J&R Rooibos Red Tea, Caffeine Free, 20 Tea Bags, 1.765 oz (50 g)",5.26,3562,50,Grocery,4.6,1,0
"Quest Nutrition, Protein Bar, Double Chocolate Chunk, 12 Bars, 2.12 oz (60 g) Each",48.36,1221,60,Grocery,4.2,1,0
"Now Foods, Organic Real Tea, Organically Hip Hibiscus, Caffeine-Free, 24 Tea Bags, 1.7 oz (48 g)",6.86,916,48,Grocery,4.4,1,0
"Twinings, Earl Grey Loose Tea, 3.53 oz (100 g)",10,1705,100,Grocery,4.7,1,0
"Colman's, Original English Mustard, 5.3 oz (150 g)",4.56,513,150,Grocery,4.7,1,0
"General Mills, Honey Nut Chex, Gluten Free, 12.5 oz (354 g)",7.72,111,354,Grocery,4.7,1,0
"Nature's Path, Organic Instant Oatmeal, Variety Pack, 8 Packets, 14 oz (400 g)",5.33,416,400,Grocery,4.6,1,0
"Walden Farms, Garlic Herb Sauce & Marinade, 12 oz (340 g)",7.11,261,340,Grocery,3.6,1,0
"Made in Nature, Organic Figgy Pops, Cranberry Pistachio Supersnacks, 4.2 oz (119 g)",6.32,527,119,Grocery,4.4,1,0
"Equal Exchange, Organic Natural Cashews, 8 oz (227 g)",11.15,123,227,Grocery,4.8,1,0
